ID;Name;Is Active;City Insee Code;Address;Zip Code;Siret;France Services Label;Nombre d'aidants;Nombre D'usagers Uniques;Nombre De Demarche Par Structure;Nombre Demarche Argent;Nombre Demarche Etranger;Nombre Demarche Famille;Nombre Demarche Justice;Nombre Demarche Loisirs;Nombre Demarche Papier;Nombre Demarche Social;Nombre Demarche Transport;Nombre Demarche Travail;Nombre Demarche Logement
5083;ASSOCIATION D'AIDE A L'EMPLOI;TRUE;17003;44bis Rue du Vieux Fief;17290;34 873 943 400 028;TRUE;3;;;;;;;;;;;;
5084;conseil départemental des deux-sèvres;TRUE;79191;Mail Lucie Aubrac;79000;22 790 001 600 352;FALSE;1;;;;;;;;;;;;
5085;France Services Vouillé;TRUE;;11 Rue Gambetta;86190;35 600 000 040 552;TRUE;2;15;70;21;;4;6;8;28;14;8;12;10
5086;France Services Le Teich;TRUE;33527;Place Dubernet;33470;35 600 000 006 302;TRUE;2;;;;;;;;;;;;
5087;France Services de Galgon;TRUE;33179;7 Place du Marche;33133;21 330 179 900 010;TRUE;1;22;50;34;;2;;;6;2;4;4;
5088;Centre social Sud Gironde;TRUE;33533;3 Rue de l'Eglise;33210;300 917 838;FALSE;2;;;;;;;;;;;;
5089;Centre social et culturel l'Arche;TRUE;24322;68 Rue Pierre Brantôme;24000;21 240 322 400 430;TRUE;3;2;23;4;4;4;4;4;5;4;4;4;4
5090;France services Saint-Léonard de Noblat;TRUE;87161;15 Rue de Beaufort;87400;24 871 936 100 078;TRUE;1;;;;;;;;;;;;
5091;Mairie de Sarran;TRUE;19251;9 Route de Correze;19800;21 192 510 200 017;TRUE;1;;;;;;;;;;;;
5092;La Mallette;TRUE;23168;6 Place du Docteur Vincent;23250;21 231 680 600 018;TRUE;1;;;;;;;;;;;;
5093;Clic Pau Agglo / Service Autonomie et Solidarités Seniors;TRUE;64445;14 rue Jean Baptiste Carreau;64000;20 006 725 400 017;FALSE;5;;;;;;;;;;;;
5094;CCAS de Pau;TRUE;;1 place Samuel de Lestapis;64000;26 640 425 000 141;FALSE;17;;;;;;;;;;;;
5095;CCAS DE SAINT VINCENT DE TYROSSE;TRUE;40284;24 Avenue Nationale;40230;26 400 281 700 015;FALSE;2;2;23;5;;;;;;3;3;6;14
5096;RAPH;TRUE;86244;11 Rue de l'Huilier;86600;42 324 149 600 001;FALSE;1;9;35;10;;8;;;6;17;;4;6
5097;ASC BELLEVUE SAINTE-CLAIRE;TRUE;87085;32 rue Pierre et Marie Curie;87000;34 499 234 200 024;FALSE;1;;;;;;;;;;;;
5098;LUSIE 01;TRUE;01053;4 allee des brotteaux;01000;52 303 766 100 015;FALSE;3;;;;;;;;;;;;
5099;Mairie de Saint-Ouen-de-Mimbré;TRUE;72305;8 Rue des Ecoles;72130;21 720 305 800 011;FALSE;1;2;16;;;8;;;10;;;;
5100;France services de FAY-SUR-LIGNON;TRUE;;17 place de la croix;43430;35 600 000 017 882;TRUE;2;1;2;;;;;;2;;;;
5102;association REGAIN;TRUE;22146;9 Route de Gouarec;22110;84 828 418 800 028;FALSE;1;;;;;;;;;;;;
5103;CCAS YFFINIAC;TRUE;22389;place de la mairie;22120;26 220 082 700 034;FALSE;1;;;;;;;;;;;;
5104;Caux Seine Developpement;TRUE;;Maison des entreprises, 7 Rue des Terrasses;76330;50 788 791 700 015;FALSE;1;;;;;;;;;;;;
5105;CMS de Tain l'Hermitage;TRUE;;69 bis rue Jules Nadi;26600;22 260 001 700 016;FALSE;2;;;;;;;;;;;;
5106;Communauté de Communes de la Plaine Jurassienne;TRUE;;3 PL DU COLLEGE;39120;24 390 108 900 074;FALSE;1;;;;;;;;;;;;
5107;Mairie de Zonza;TRUE;;Place de l'église;20124;21 200 362 800 014;FALSE;2;;;;;;;;;;;;
5108;Pimms Médiation Quimper Cornouaille;FALSE;;2 rue de l'Île de Man;29000;49 852 941 100 031;TRUE;1;;;;;;;;;;;;
5109;Espace Citoyen - Mairie de Cesson-Sévigné;TRUE;35051;Place Waltrop;35510;21 350 051 500 019;FALSE;4;;;;;;;;;;;;
5110;sous-préfecture de Brest;TRUE;29019;3 rue Parmentier;29200;17 290 001 100 054;FALSE;0;;;;;;;;;;;;
5111;sous-préfecture de Morlaix;TRUE;29151;9 Avenue de la République;29600;21 290 151 600 014;FALSE;1;;;;;;;;;;;;
5112;cellule de coordination des actions de l'État en Centre Ouest Bretagne;TRUE;29024;Rue de la Tour d’Auvergne;29270;77 766 569 600 038;FALSE;1;;;;;;;;;;;;
5114;CCAS Saint Laurent du Var;TRUE;47001;341 Avenue du Général Leclerc;06700;26 060 057 200 010;FALSE;1;;;;;;;;;;;;
5115;BIJ Info jeunes Rocbaron;TRUE;;Place de la mairie;83136;21 830 106 700 011;FALSE;1;;;;;;;;;;;;
5116;France Services Saint-Laurent-du-Var;TRUE;06123;"Hôtel de ville – 222, esplanade du Levant

06 700 Saint-Laurent-du-Var";06700;21 060 123 300 302;TRUE;4;;;;;;;;;;;;
5117;REFLETS;TRUE;06027;Chemin des Travails;06800;33 208 779 000 058;FALSE;1;;;;;;;;;;;;
5118;MSA Provence Azur;TRUE;13208;Avenue de hambourg;13008;51 889 806 900 019;TRUE;12;;;;;;;;;;;;
5119;Médiathèque de Saint-Saturnin-lès-Avignon;TRUE;;126 boulevard de la libération;84450;21 840 119 800 013;FALSE;3;2;8;3;;2;;;;;4;;
5120;GDID;TRUE;;RESIDENCE LES VIGNIERES;13300;48 514 742 500 014;FALSE;1;;;;;;;;;;;;
5121;PAIS;TRUE;13103;43 Rue Félix Pyat;13300;44 338 971 300 027;FALSE;1;;;;;;;;;;;;
5122;Association OVA;TRUE;83137;32 Chemin du Pont de Bois;83200;39 017 406 800 036;TRUE;2;;;;;;;;;;;;
5123;AACS;TRUE;13056;Allée Edgard Degas;13500;33 039 373 700 037;FALSE;1;;;;;;;;;;;;
5124;Communauté de communes Aubrac Carladez Viadène;TRUE;;1, rue du Faubourg;12210;20 006 717 100 013;FALSE;6;;;;;;;;;;;;
5125;CCAS de MARAUSSAN;TRUE;34148;164 Avenue du General Balaman;34370;26 340 041 800 012;FALSE;1;;;;;;;;;;;;
5126;CCAS de Cahors;TRUE;;118, rue du Président Wilson;46000;26 460 102 200 017;FALSE;1;;;;;;;;;;;;
5127;France Services Mende-préfecture;TRUE;48095;Rue du Faubourg Montbel;48000;17 480 001 100 010;TRUE;4;;;;;;;;;;;;
5128;France services de Saint Amans Soult;TRUE;81238;5 Place Barthélemy Calvel;81240;52 105 964 200 020;TRUE;3;;;;;;;;;;;;
5129;CCAS Saint-Jory;TRUE;31490;2 Place de la République;31790;26 310 594 200 019;FALSE;2;9;48;11;;10;;;4;30;;5;2
5130;association Feu vert;TRUE;30189;C.S. A.Malraux, 2 avenue de lattre de tassigny;30000;37 899 837 100 017;FALSE;4;;;;;;;;;;;;
5131;CCAS de Puylaurens (Mairie);TRUE;;1 RUE DE LA MAIRIE;81700;26 810 109 400 012;FALSE;1;;;;;;;;;;;;
5132;Maison France services Puylaurens;TRUE;;1 rue de la Mairie;81700;21 810 219 200 018;TRUE;1;;;;;;;;;;;;
5133;France Service Montpezat de Quercy;TRUE;82131;Boulevard des Fossés;82270;356 000 000;TRUE;3;;;;;;;;;;;;
5134;France Services Piémont Cevenol;TRUE;30210;13bis Rue du Docteur Rocheblave;30260;20 003 441 100 013;TRUE;3;;;;;;;;;;;;
5135;COMMUNE DE ST AMANS SOULT;TRUE;;5 PLACE BARTHELEMY CALVEL;81240;21 810 238 200 015;TRUE;0;;;;;;;;;;;;
5136;France services Marciac;TRUE;;19 place de l'Hôtel de Ville;32230;21 320 233 600 011;TRUE;2;;;;;;;;;;;;
5137;Communauté de Communes Adour Madiran;TRUE;;21, place corps Franc Pommiès;65500;20 007 210 600 012;TRUE;3;;;;;;;;;;;;
5138;Conseil départemental du GARD;TRUE;30189;3 Rue Guillemette;30000;22 300 001 900 073;FALSE;6;1;4;2;;;;;;2;;;2
5139;Point info seniors Comtal Lot Truyère;TRUE;;Maison de santé - Point info seniors - 10 rue des grillons;12340;20 006 747 800 012;FALSE;0;;;;;;;;;;;;
5140;Ville de Rodez France services;TRUE;12202;Rue Louis Dausse;12000;21 120 202 300 019;TRUE;2;2;11;2;;2;;;3;2;;2;4
5141;Sesames avec Mosaique;TRUE;30007;9 Rue de l'Aigoual;30100;40 145 080 400 026;FALSE;1;;;;;;;;;;;;
5142;Centre social Espace Famille - Mairie;TRUE;31069;"Espace Famille

Hôtel de ville

31706 BLAGNAC CEDEX";31706;21 310 069 600 011;FALSE;2;;;;;;;;;;;;
5143;Salle polyvalente du Garros;TRUE;32013;34 Rue des Canaris;32000;20 006 692 600 011;FALSE;5;;;;;;;;;;;;
5144;France Services de LA COURTINE;TRUE;;22 Rue de la liberté;23100;35 600 000 000 132;TRUE;1;1;3;;;;;;;;;3;
5147;CCAS de Saint Clement de la place;TRUE;;9 place de l Église;49370;26 490 188 500 014;FALSE;1;;;;;;;;;;;;
5148;Centre Social de Marmiers;TRUE;;8bis rue Georges Clémenceau;15000;3 413 137 320 003;FALSE;4;;;;;;;;;;;;
5149;UDAF Allier;TRUE;03190;19 Rue de Villars;03000;77 804 089 800 024;FALSE;2;;;;;;;;;;;;
5150;HABITAT JEUNES CANTAL;TRUE;15014;25 Avenue de Tivoli;15000;77 907 578 700 027;FALSE;5;;;;;;;;;;;;
5151;Conseil Départemental de l'Accès au Droit du Loiret;TRUE;45234;44, rue de la bretonnerie;45000;18 450 308 400 016;FALSE;2;;;;;;;;;;;;
5152;Fratercité;TRUE;45068;15 Rue Gaston Jaillon;45120;83 923 341 800 012;FALSE;2;;;;;;;;;;;;
5153;MISSION LOCALE JEUNES;TRUE;36044;24 Rue Bourdillon;36000;38 252 201 900 035;FALSE;14;;;;;;;;;;;;
5154;CCAS de Villeurbanne -direction séniors et liens intergénérationnels- SITE MAISON DES AINES;TRUE;69266;Place Docteur Lazare Goujon;69100;26 691 018 100 012;FALSE;4;;;;;;;;;;;;
5155;CIBC LOIRE;TRUE;42218;18 Avenue Augustin Dupré;42000;40 185 574 700 044;FALSE;1;2;5;;;;;;;;;5;
5156;Un moment de détente;TRUE;69388;24 Rue Saint Mathieu;69008;49 136 814 800 012;FALSE;1;;;;;;;;;;;;
5157;AMLI;TRUE;57463;13 Rue Clotilde Aubertin;57000;77 561 892 900 308;FALSE;1;;;;;;;;;;;;
5158;CENTRE SOCIOCULTUREL AGORA;TRUE;59179;18 Avenue Julien Renard Le Beffroi 1er étage;59282;78 386 425 900 180;FALSE;2;9;18;18;;;;;;;;;
5159;LES MOTS POUR L'ÉCRIRE;TRUE;59350;27 rue Jean Bart;59000;53 764 325 600 036;FALSE;3;;;;;;;;;;;;
5160;MAIRIE DE HEM;TRUE;59299;42 rue du Général Leclerc;59510;21 590 299 000 013;TRUE;1;;;;;;;;;;;;
5161;France Services Agglomération de la Région Château-Thierry;TRUE;02292;2 Avenue Ernest Couvrecelle;02400;20 007 203 100 129;TRUE;3;;;;;;;;;;;;
5162;FACE Cote d'Opale;TRUE;62193;147 Boulevard Victor Hugo;62100;53 897 511 100 021;TRUE;8;;;;;;;;;;;;
5163;Mairie de Noyelles-Godault;TRUE;;38 rue de Verdun;62950;21 620 624 300 018;FALSE;1;;;;;;;;;;;;
5164;centre social Kaleido;TRUE;;8 rue du Maréchal Leclerc;62221;21 620 628 400 012;FALSE;2;;;;;;;;;;;;
5165;Centre socioculturel de Fresnes-sur-Escaut;TRUE;;36 Rue du Marechal Soult;59970;78 386 425 900 198;FALSE;1;;;;;;;;;;;;
5166;CCAS Mairie Flines-lez-Râches;TRUE;59239;Place Henri Martel;59148;26 590 239 500 010;FALSE;1;;;;;;;;;;;;
5167;RECHERCHES EMPLOIS BURY;TRUE;;PLACE JULES FERRY;60250;41 529 263 000 019;FALSE;7;;;;;;;;;;;;
5168;ChezNous Mareuil;TRUE;60380;1 chemin du Stade;60890;88 026 282 900 018;FALSE;1;;;;;;;;;;;;
5169;REALFA;TRUE;62473;96 RUE ROGER SALENGRO;62330;39 218 092 300 030;FALSE;2;;;;;;;;;;;;
5170;ASF 67;TRUE;67437;14 Rue du Tribunal;67700;44 395 530 700 022;TRUE;2;;;;;;;;;;;;
5171;Commune de Sailly-Flibeaucourt;TRUE;;Mairie - 17 rue de la Mairie;80970;21 800 651 800 011;FALSE;1;;;;;;;;;;;;
5172;Mon Assistant Numérique Audomarois;TRUE;62040;11 Rue de l’Ascenseur;62510;91 485 689 300 013;FALSE;1;;;;;;;;;;;;
5173;Assajuco Emmaüs;TRUE;57177;Impasse Jean Laurain;57260;38 913 592 200 034;FALSE;1;;;;;;;;;;;;
5174;France Services  Saint-Rémy-en-Bouzemont;TRUE;51513;23 Rue du Radet;51290;20 004 299 200 012;TRUE;1;;;;;;;;;;;;
5175;France Services Anglure;TRUE;51009;26 Rue de Chalons;51260;35 600 000 014 218;TRUE;0;;;;;;;;;;;;
5176;France Services Montmirail;TRUE;;2 Rue Saint Vincent de Paul;51210;24 510 088 800 057;TRUE;1;;;;;;;;;;;;
5177;FRANCE SERVICES FAULQUEMONT;TRUE;57209;Place de l'Hôtel de Ville;57380;21 570 209 300 018;TRUE;2;;;;;;;;;;;;
5178;France Services Bitche;TRUE;;2 rue du Général stuhl;57230;20 006 944 100 018;TRUE;1;;;;;;;;;;;;
5179;Ligue de l'enseignement des Vosges;TRUE;88160;15 Rue Général de Reffye;88000;783 441 082;FALSE;1;;;;;;;;;;;;
5180;DIRECTION DES AFFAIRES SOCIALES ET DES SOLIDARITÉS ( DASS);TRUE;97229;Anse Madame;97233;26 972 029 800 018;FALSE;1;;;;;;;;;;;;
5181;MAIRIE d'Amnéville;TRUE;57019;36 Rue des Romains;57360;21 570 019 600 011;FALSE;1;3;41;19;;;;;2;15;5;;
5182;Association ARS;TRUE;54265;12 Avenue des Erables;54180;32 174 856 800 292;FALSE;10;;;;;;;;;;;;
5183;Service insertion et médiation sociale;TRUE;97115;2eme etage ANNEXE Mairie;97129;21 971 115 700 012;FALSE;1;;;;;;;;;;;;
5184;Maison France Services de PETIT-BOURG;TRUE;;Rue Schoelcher;97170;21 971 118 100 012;TRUE;1;;;;;;;;;;;;
5185;Mairie de Montady;TRUE;;2 avenue des platanes;34310;26 340 319 800 017;FALSE;1;;;;;;;;;;;;
5186;Relais Informatique, Multimédia et Internet (RIMI);TRUE;;2 rue du Courbaril;97231;21 972 222 000 015;FALSE;6;;;;;;;;;;;;
5187;CCAS de Pont-de-Buis lès Quimerc'h;TRUE;;2 Esplanade du Général de Gaulle;29590;26 290 221 600 015;FALSE;1;;;;;;;;;;;;
5188;mairie  erquy;TRUE;22054;11 Square de l'Hôtel de Ville;22430;21 220 054 700 017;FALSE;2;;;;;;;;;;;;
5189;Communauté de communes des Portes Eureliennes d'ïle-de-France - Relais Jeunes;TRUE;28140;6 Place Aristide Briand;28230;20 006 995 300 012;FALSE;1;;;;;;;;;;;;
5190;Mairie du 14ème arrondissement de Paris;TRUE;;2 PL FERDINAND BRUNOT;75014;21 750 001 608 780;FALSE;2;;;;;;;;;;;;
5192;Maison de l'emploi et de la Formation;TRUE;;6 Rue de la Bonneterie;02700;49 072 893 800 013;FALSE;1;;;;;;;;;;;;
5193;Mairie de Créteil;TRUE;;1 Place Salvador Allende;94000;77 219 400 280;TRUE;7;;;;;;;;;;;;
5194;Mairie de Créteil - Service Affaires Civiles;TRUE;94028;Place Salvador Allende;94000;21 940 028 000 018;FALSE;5;;;;;;;;;;;;
5195;Mairie de Créteil;TRUE;94028;Place Salvador Allende;94000;21 940 028 000 018;FALSE;8;1;5;;;;;;5;;;;
5196;Maisons France Services du Pays de Fénelon;TRUE;24081;654 route de la dordogne;24370;20 004 083 084 112;TRUE;0;;;;;;;;;;;;
5197;France services de Riberac;TRUE;24352;3 Avenue Amiral Augey Dufresse;24600;52 142 557 900 013;TRUE;0;;;;;;;;;;;;
5198;France services Gouzon;TRUE;23093;19 Rue d'Alcantera;23230;20 006 754 400 425;TRUE;2;2;15;4;;2;2;2;4;4;2;2;4
5199;France services sainte fereole;TRUE;;Allée de la mairie;19270;211 920 202;TRUE;2;;;;;;;;;;;;
5200;France Services Puymirol;TRUE;;26 rue Royale;47270;35 600 000 011 752;TRUE;1;;;;;;;;;;;;
5201;France Services Laplume;TRUE;47137;2 Boulevard du Couchant;47310;35 600 000 011 707;TRUE;1;2;5;4;;;;;2;;;;
5202;CCAS de Gradignan;TRUE;33192;Allée Gaston Rodrigues;33170;21 330 192 200 018;FALSE;0;;;;;;;;;;;;
5204;France Services Ars Sur Moselle;TRUE;57032;1 Rue de l' Abbé Thouvenin;57130;21 570 032 900 018;TRUE;1;;;;;;;;;;;;
5205;Pole de prévention spécialisée Dax;TRUE;40088;4 Impasse Saint-vincent-de-paul;40100;22 400 001 800 016;FALSE;1;;;;;;;;;;;;
5206;Bus France Services ccaop;TRUE;84029;252 Rue Louis Joseph Gay Lussac;84850;24 840 016 000 094;TRUE;0;;;;;;;;;;;;
5207;CCAS DE LA TRINITE;TRUE;;19 RUE DE L'HOTEL DE VILLE;06340;26 060 200 800 013;FALSE;2;;;;;;;;;;;;
5208;CCAS Chateau Arnoux Saint Auban;TRUE;;7 Place Péchiney;04600;26 040 061 900 011;FALSE;1;;;;;;;;;;;;
5209;Association AVEC NOUS;TRUE;13214;Avenue alexandre ansaldi;13014;82 838 229 100 015;TRUE;2;;;;;;;;;;;;
5210;CCAS de Romilly-sur-Seine;TRUE;;4 avenue du Maréchal de Lattre de Tassigny;10100;26 100 317 200 010;FALSE;3;1;8;;;5;;;;5;;;
5211;Mairie de Laneuveville-devant-Nancy;TRUE;54300;35 Rue du Général Patton;54410;21 540 300 700 010;FALSE;2;;;;;;;;;;;;
5212;COMMUNE DE METZING;TRUE;;35 RUE PRINCIPALE;57980;21 570 466 900 013;FALSE;1;;;;;;;;;;;;
5213;France services Amiens Étouvie;TRUE;80000;3 place du Pays d'Auge;80000;21 800 019 800 018;TRUE;0;;;;;;;;;;;;
5214;France services Amiens Pierre Rollin;TRUE;80090;Rue du 8 mai 1945;80090;21 800 019 800 018;TRUE;3;;;;;;;;;;;;
5215;Espace France Services de Lamentin;TRUE;;Rue de la République;97129;21 971 115 700 012;TRUE;4;;;;;;;;;;;;
5216;SSTRN (Service Social du Travail  de la Région Nord);TRUE;;9 RUE LEON TRULIN;59800;78 370 297 000 022;FALSE;10;;;;;;;;;;;;
5217;CIAS Grand Auch Coeur de Gascogne;TRUE;33063;Rue Pasteur;32350;20 000 011 500 010;FALSE;3;;;;;;;;;;;;
5218;France Service Luz-Saint-Sauveur;TRUE;65295;1 Rue d'Ossun Prolongée;65120;20 007 081 100 019;TRUE;3;;;;;;;;;;;;
5219;Association Entraide Pierre Valdo - antenne du Gard;TRUE;;125 route d’Avignon;30000;43 980 837 900 093;FALSE;1;;;;;;;;;;;;
5220;PREFECTURE de l'AIN;TRUE;01053;45 avenue d'alsace lorraine;01000;170 100 010;FALSE;1;;;;;;;;;;;;
5221;france services Gerzat;TRUE;63164;4 place du Docteur Pommerol;63360;21 630 164 800 012;TRUE;2;5;18;6;;;;;3;9;;2;
5222;France Services Saint Romain d'Ay;TRUE;;40, Place de la Fontaine;07290;21 070 292 400 015;TRUE;2;2;6;4;;;;;;;2;;
5223;ADSEA01;TRUE;01289;526 Rue Paul Verlaine;01960;77 931 148 900 040;FALSE;3;;;;;;;;;;;;
5224;MAISON FRANCE SERVICES DE BROU;TRUE;;Place de l'Hôtel de Ville;28160;21 280 061 900 018;TRUE;1;;;;;;;;;;;;
5225;CCAS CARNAC;TRUE;56034;24 Rue du Tumulus;56340;26 560 072 600 011;FALSE;1;;;;;;;;;;;;
5226;Sous-Préfecture de Vitry le François;TRUE;;4 RUE MAITRE EDME;51300;17 510 001 500 031;FALSE;2;;;;;;;;;;;;
5227;Communauté de Communes Nièvre & Somme;TRUE;80318;1 Allee des Quarante;80420;20 007 122 300 016;FALSE;1;;;;;;;;;;;;
5229;Communauté de communes OSARTIS MARQUION;TRUE;;rue Jean Monnet;62490;20 004 404 800 011;FALSE;2;;;;;;;;;;;;
5230;Villenvie;TRUE;59183;Rue de la République St Pol;59140;38 390 552 800 055;FALSE;9;;;;;;;;;;;;
5231;La Fabrique Defi;TRUE;;21 rue Mollien BP 17;62101;32 938 109 900 053;FALSE;1;;;;;;;;;;;;
5232;Communauté Urbaine d'Arras;TRUE;62041;146 Allee du Bastion de la Reine;62000;20 003 357 900 018;FALSE;3;;;;;;;;;;;;
5233;france services DABO;TRUE;;10 PLACE DE L EGLISE;57850;35 600 000 032 754;TRUE;0;;;;;;;;;;;;
5234;EFS Chalindrey;TRUE;52093;16 Rue de la Libération;52600;20 007 033 200 016;TRUE;0;;;;;;;;;;;;
5235;EFS Bourbonne-les-bains;TRUE;52060;Impasse du Château;52400;20 007 033 200 016;TRUE;1;;;;;;;;;;;;
5236;Association Familles Rurales de Deville-Laifour;TRUE;08139;265 Rue Clement Pierlot;08800;30 098 959 700 012;FALSE;1;;;;;;;;;;;;
5238;Sous-préfecture Commercy;TRUE;55122;22 Avenue Stanislas;55200;17 550 001 600 035;TRUE;5;1;3;;;;;;3;;;;
5239;Mairie de la Croix Valmer;TRUE;83048;102 Rue Louis Martin;83420;21 830 048 100 015;FALSE;1;;;;;;;;;;;;
5240;AFPA;TRUE;13047;Avenue Félix Gouin;13800;82 436 343 600 166;TRUE;1;;;;;;;;;;;;
5241;Solidarité Pour Réussir;TRUE;74010;4bis Avenue du pont de tasset (Cran-Gevrier);74600;48 459 482 500 032;FALSE;2;;;;;;;;;;;;
5242;Udaf du Rhône et de La Métropole de Lyon;TRUE;69387;12 Rue Jean-Marie Chavant;69007;77 984 701 100 037;FALSE;6;2;7;;2;4;;;;2;;2;
5243;SAINT MARCEL EN MARCILLAT;TRUE;03244;7a Route du Pont de Rameau;03420;21 030 244 400 018;FALSE;1;1;7;;;;;;;;7;;
5244;AATES;TRUE;;17/19 rue André GIDE;74000;77 662 560 000 031;FALSE;6;;;;;;;;;;;;
5245;PEP15/CIRHAA;TRUE;15014;25 Avenue des Prades;15000;77 907 804 700 072;FALSE;1;;;;;;;;;;;;
5246;Centre d'Animation sociale - Toile de Graines;TRUE;49021;2 Rue de Lorraine;49250;20 005 889 900 010;TRUE;0;;;;;;;;;;;;
5247;Centre Hospitalier Charles Perrens;TRUE;33199;121 rue de la Bechade;33076;26 330 584 900 014;FALSE;3;;;;;;;;;;;;
5248;GIP DSU DE BAYONNE ET DU PAYS BASQUE;TRUE;64102;7ter Esplanade Jouandin;64100;18 640 905 800 028;FALSE;4;;;;;;;;;;;;
5250;INSERTION TRAVAIL EDUCATION CULTURE (ITEC);TRUE;06069;28 Avenue Mathias Duval;06130;39 492 565 500 034;FALSE;1;;;;;;;;;;;;
5251;France Services des Monts d'Arrée;TRUE;29081;12 Rue du Docteur Jacq;29690;20 006 719 700 018;TRUE;1;;;;;;;;;;;;
5252;France services Amiens Nord;TRUE;80021;39 avenue de la Paix;80000;21 800 019 800 018;TRUE;1;;;;;;;;;;;;
5253;Maison Pour Tous Saint EXUPERY - VILLE D'AGEN;TRUE;47001;Rue Louis Lavelle;47000;21 470 001 500 016;FALSE;1;;;;;;;;;;;;
5254;Village Solidarité Grande Errance;TRUE;14118;29bis Rue du Marais;14000;78 866 686 500 027;FALSE;1;3;32;11;;;2;;6;12;4;4;7
5255;Espace Public Numérique Brécey;TRUE;;7 bis Rue Louis René le Berriays;50370;20 006 942 500 011;TRUE;1;;;;;;;;;;;;
5256;France Services GAVRAY-SUR-SIENNE;TRUE;;4 PLACE DE LA MAIRIE;50450;20 008 593 400 012;TRUE;1;;;;;;;;;;;;
5257;LA  POSTE France Services Gacé;TRUE;;1 Rue  Manet;61230;35 600 000 027 151;TRUE;1;;;;;;;;;;;;
5258;France Services Ahun;TRUE;23001;6 Place Jacques Lagrange;23150;21 230 010 700 016;TRUE;3;;;;;;;;;;;;
5259;AGBF;TRUE;64102;14 Chemin de Bellevue;64100;77 563 761 400 311;TRUE;6;;;;;;;;;;;;
5260;Corrtech Territoire Numérique;TRUE;19272;1 Place Martial Brigouleix;19000;82 905 117 600 016;FALSE;1;;;;;;;;;;;;
5262;Point d'accès au droit du 20ème arrdt;TRUE;75120;18 Rue Ramus;75020;45 101 859 200 027;FALSE;3;;;;;;;;;;;;
5263;Association Belleville Citoyenne;TRUE;75120;18 Rue Bisson;75020;53 487 056 300 044;FALSE;1;;;;;;;;;;;;
5264;Lyon Métropole Habitat;TRUE;69383;194 Rue Duguesclin;69003;81 375 594 900 019;FALSE;2;2;5;;;;;;;5;;;
5265;EI Girard Hervé - mon assistant numérique;TRUE;38404;80 Chemin du Pre du Four;38420;94 791 491 700 010;TRUE;1;;;;;;;;;;;;
5266;CCAS de La Ferté Saint-Aubin;TRUE;;Place Charles de Gaulle;45240;26 450 027 300 034;FALSE;6;;;;;;;;;;;;
5267;CCAS DE SERVON-SUR-VILAINE;TRUE;35327;Rue Théodore Gaudiche;35530;21 350 327 900 019;FALSE;1;;;;;;;;;;;;
5268;UDAF de la Savoie;TRUE;73065;28 Place du forum;73000;77 646 708 600 042;FALSE;21;;;;;;;;;;;;
5270;Mairie Châtel-Saint-Germain;TRUE;;13 rue Jeanne d'Arc;57160;21 570 134 300 018;FALSE;1;;;;;;;;;;;;
5271;FRANCE SERVICES MONTS, RANCE ET ROUGIER;TRUE;;Les Hauts du Sériguet;12370;20 006 716 300 010;TRUE;1;;;;;;;;;;;;
5272;Pavillon blanc Colomiers;TRUE;31149;1 Place Alex Raymond;31770;21 310 149 600 015;FALSE;1;;;;;;;;;;;;
5273;Mairie Pechabou;TRUE;;6 rue du fort;31320;213 104 094;FALSE;1;;;;;;;;;;;;
5274;France services Saint-Georges-de-Luzencon et Creissels;TRUE;12225;10 Rue des Balses;12100;21 120 225 400 010;TRUE;1;;;;;;;;;;;;
5275;France Services Aveyron Bas Ségala Viaur;TRUE;12198;3 Rue du Balat;12240;24 120 080 700 014;TRUE;2;3;19;;;;;;;;19;;
5276;A Domicile Hérault;TRUE;34172;134 Avenue de Palavas;34070;77 606 058 400 062;FALSE;44;;;;;;;;;;;;
5277;France Services monts de randon;TRUE;48127;Place du Foirail (Rieutort-de-Randon);48700;20 008 522 300 010;TRUE;2;1;3;;;;;;;;3;;
5278;Commune de Gévezé;TRUE;35120;Espace des Droits de l'Homme;35850;21 350 120 800 010;FALSE;3;;;;;;;;;;;;
5279;CLIC des Portes de Bretagne;TRUE;35360;4 Jardins de la Tremoille;35500;26 350 338 500 019;FALSE;2;;;;;;;;;;;;
5280;France Services de Castres;TRUE;81065;16 boulevard Georges Clemenceau;81100;17 810 001 200 024;TRUE;4;2;8;;;;;;8;;;;
5281;MAIRIE DE SERCHES;TRUE;02711;7 Rue Principale;02220;21 020 684 300 018;FALSE;1;;;;;;;;;;;;
5282;Centre Social et Culturel de Marcq en Baroeul;TRUE;59378;69 Boulevard Clemenceau;59700;78 373 708 300 023;FALSE;1;;;;;;;;;;;;
5283;Centre Social Intercommunal La Maison du Chemin Rouge;TRUE;59220;80 Chemin Rouge;59155;42 305 544 100 012;FALSE;1;;;;;;;;;;;;
5284;Mairie d'Hyères;TRUE;83069;12 Avenue Joseph Clotis;83400;21 830 069 700 016;FALSE;1;;;;;;;;;;;;
5285;CCAS DE PEGOMAS;TRUE;;25, avenue de Grasse 06580 PEGOMAS;06580;26 060 150 500 027;TRUE;1;;;;;;;;;;;;
5286;Association des femmes et enfants victimes de violence AFEVV;TRUE;97422;Rue Dachery;97430;51 149 530 100 018;FALSE;1;;;;;;;;;;;;
